fighter_name,Height,Weight,Reach,Stance,DOB
Eddie Ruiz,5.7,155 ,,Orthodox,Jun 10 1967
Eddie Sanchez,6.2,230 ,74,Orthodox,Nov 04 1982
Eddie Wineland,5.7,135 ,69,Orthodox,Jun 26 1984
Eddie Yagin,5.7,145 ,,Orthodox,Mar 23 1979
Eddy Ellis,5.9,170 ,,Orthodox,
Eddy Millis,6.1,185 ,,,
Edgar Cardenas,,145 ,,,
Edgar Garcia,5.10,170 ,71,Orthodox,Feb 22 1984
Edilberto de Oliveira,6.0,170 ,,Orthodox,Nov 22 1982
Edmen Shahbazyan,6.2,185 ,,Orthodox,Nov 20 1997
Ednaldo Oliveira,6.5,205 ,79,Orthodox,Feb 19 1984
Edson Barboza,5.11,155 ,75,Orthodox,Jan 21 1986
Edson Berto,5.6,155 ,,Orthodox,Jul 05 1983
Edson Drago,6.4,220 ,,Orthodox,Aug 29 1977
Edson Silva,,205 ,,Orthodox,
Eduardo Bustillos,5.8,135 ,,,Jun 02 1987
Eduardo Dantas,5.10,135 ,,,Feb 03 1989
Eduardo Pamplona,5.11,170 ,,,Feb 20 1973
Edward Faaloloto,,155 ,70,,Jul 15 1984
Edwin Aguilar,5.10,185 ,,,
Edwin DeWees,6.1,185 ,,Orthodox,Aug 07 1982
Edwin Figueroa,5.7,135 ,69,Orthodox,Jul 31 1984
Efrain Escudero,5.9,155 ,70,Orthodox,Jan 15 1986
Egan Inoue,5.9,190 ,,Southpaw,Jul 04 1965
Egidijus Valavicius,6.0,200 ,,Orthodox,
Eiji Ishikawa,5.10,170 ,,,Oct 12 1979
Eiji Mitsuoka,5.7,145 ,,Southpaw,Jan 01 1976
Elaina Maxwell,5.8,145 ,,Orthodox,Dec 16 1978
Eldari Kurtanidze,5.6,235 ,,Orthodox,Apr 16 1972
Eldo Xavier Dias,5.11,180 ,,,Jul 16 1964
Eli Tamez,5.7,135 ,,,Aug 22 1985
Elias Garcia,5.5,125 ,67,Southpaw,Sep 13 1992
Elias Silverio,5.11,155 ,73,Orthodox,Sep 22 1986
Elias Theodorou,6.1,185 ,75,Orthodox,May 31 1988
Elias Urbina,6.3,185 ,77,Southpaw,Oct 09 1993
Eliot Marshall,6.2,205 ,77,Orthodox,Jul 07 1980
Elisha Helsper,5.6,135 ,,Orthodox,Feb 06 1983
Elizabeth Phillips,5.6,135 ,65,Orthodox,Aug 20 1986
Elizeu Zaleski dos Santos,5.11,170 ,73,Orthodox,Dec 11 1986
Elvis Mutapcic,6.0,185 ,72,Orthodox,Jul 19 1986
Elvis Sinosic,6.3,205 ,77,Orthodox,Feb 13 1971
Emanuel Newton,6.1,205 ,,,Jan 02 1984
Emil Meek,5.11,170 ,74,Switch,Aug 20 1988
Emiliano Sordi,6.2,205 ,,Orthodox,Feb 15 1991
Emilio Chavez,5.9,145 ,,,
Emily Peters Kagan,5.3,115 ,66,,Jul 14 1981
Emily Whitmire,5.5,115 ,63,,May 24 1991
Emmanuel Sanchez,5.9,145 ,,,Aug 11 1990
Emmanuel Yarborough,6.8,770 ,,Open Stance,Sep 05 1960
Enrique Barzola,5.7,145 ,70,,Apr 28 1989
Enrique Marin,5.10,170 ,74,,Sep 02 1986
Enrique Watson,,185 ,,,
Enson Inoue,5.10,210 ,,Orthodox,Apr 15 1967
Eric Bedard,6.2,239 ,,,Sep 11 1984
Eric Castile,5.8,145 ,,,
Eric Esch,5.11,350 ,,Orthodox,Aug 03 1968
Eric Galvan,,155 ,,,
Eric Irvin,5.8,155 ,,,Jan 10 1986
Eric Jacob,,155 ,,,
Eric Lawson,6.0,185 ,,Orthodox,
Eric Magana,,,,,
Eric Martin,,,,,
Eric Schafer,6.3,185 ,75,Orthodox,Sep 20 1977
Eric Schambari,5.11,185 ,,Orthodox,Apr 22 1978
Eric Schwartz,,205 ,,,
Eric Shelton,5.6,125 ,68,Orthodox,Feb 02 1991
Eric Smith,,,,Southpaw,
Eric Spicely,6.1,185 ,73,Orthodox,Sep 29 1986
Eric Steenberg,,155 ,,,Jun 22 1983
Eric Wisely,5.8,145 ,,Southpaw,Jul 25 1984
Eric Wray,6.0,170 ,,Orthodox,
Erick Montano,6.0,170 ,73,Orthodox,Nov 19 1985
Erick Sanchez,5.10,145 ,,,Oct 04 1990
Erick Silva,6.0,170 ,74,Orthodox,Jun 21 1984
Erick Wanderlei,6.1,205 ,,Orthodox,
Ericka Almeida,5.6,115 ,68,,Mar 05 1989
Erik Apple,6.0,170 ,,Orthodox,Aug 26 1977
Erik Koch,5.10,155 ,71,Southpaw,Oct 04 1988
Erik Perez,5.8,135 ,68,Orthodox,Nov 19 1989
Ernest Chavez,5.8,145 ,70,Orthodox,Jun 27 1983
Ernie Verdicia,5.11,199 ,,Orthodox,
Errol Zimmerman,6.3,185 ,,Orthodox,Apr 20 1986
Eryk Anders,6.1,185 ,75,Southpaw,Apr 21 1987
Estefani Almeida,5.4,125 ,,Orthodox,Oct 17 1988
Estevan Payan,5.10,145 ,72,Orthodox,Mar 14 1982
Eugene Jackson,5.8,185 ,,Orthodox,Sep 23 1966
Eugenio Tadeu,5.8,160 ,,Orthodox,
Eun Soo Lee,6.1,215 ,,Orthodox,Mar 07 1982
Evan Dunham,5.10,155 ,70,Southpaw,Dec 18 1981
Evan Esguerra,,145 ,,,
Evan Tanner,6.0,185 ,74,Orthodox,Feb 11 1971
Evangelista Santos,5.10,170 ,76,Orthodox,Dec 12 1977
Everett Cummings,,205 ,,,
Everett Sims,6.5,260 ,77,Southpaw,Sep 04 1988
Ewerton Teixeira,6.1,242 ,,,Feb 13 1982
Fabian Gonzalez,5.10,135 ,,,
Fabiano Iha,5.8,155 ,,Orthodox,Jul 28 1970
Fabiano Scherner,6.3,257 ,,Orthodox,Jun 30 1972
Fabio Cherant,,205 ,,,Nov 25 1994
Fabio Gurgel,6.0,205 ,,Orthodox,
Fabio Maldonado,6.1,205 ,75,Orthodox,Mar 17 1980
Fabio Mello,5.5,155 ,,Southpaw,
Fabio Nascimento,5.10,185 ,,Orthodox,
Fabio Silva,5.11,205 ,,Orthodox,Mar 31 1982
Fabricio Camoes,5.10,155 ,73,Orthodox,Dec 23 1978
Fabricio Guerreiro,5.10,145 ,,,Jul 24 1990
Fabricio Werdum,6.4,231 ,77,Orthodox,Jul 30 1977
Falaniko Vitale,5.10,185 ,,Orthodox,Jul 14 1974
Fazlo Mulabitinovic,,135 ,,,
Federico Lopez,5.4,139 ,,Orthodox,
Fedor Emelianenko,6.0,230 ,74,Orthodox,Sep 28 1976
Felice Herrig,5.4,115 ,65,Orthodox,Sep 18 1984
Felicia Spencer,5.6,145 ,68,Orthodox,Nov 29 1990
Felipe Arantes,5.8,135 ,73,Orthodox,Feb 09 1988
Felipe Colares,5.9,135 ,69,Orthodox,Mar 31 1994
Felipe Olivieri,5.9,155 ,72,Orthodox,Apr 12 1985
Felipe Portela,,170 ,,,Nov 23 1987
Felipe Silva,6.0,155 ,77,Orthodox,May 08 1984
Felix Lee Mitchell,,,,Orthodox,
Fernando Bettega,,170 ,,,Mar 10 1980
Fernando Bruno,5.6,145 ,70,,Feb 24 1982
Fernando Gonzalez,5.9,170 ,68,Southpaw,Sep 15 1983
Filip Pejic,5.8,135 ,70,Orthodox,Jul 21 1992
Fiona Muxlow,5.4,145 ,,,May 13 1977
Flavio Luiz Moura,5.11,183 ,,Open Stance,
Floyd Sword,6.0,185 ,,Orthodox,Aug 24 1976
Forrest Griffin,6.3,205 ,77,Orthodox,Mar 16 1979
Forrest Petz,5.9,170 ,71,Orthodox,Sep 22 1975
Francesco Maturi,,,,,
Francimar Barroso,6.1,205 ,75,Orthodox,Feb 28 1980
Francis Carmont,6.3,205 ,78,Orthodox,Oct 11 1981
Francis Ngannou,6.4,250 ,83,Orthodox,Sep 05 1986
Francisco Bueno,5.9,225 ,,Orthodox,
Francisco France,6.0,205 ,,,Jan 21 1983
Francisco Rivera,5.8,135 ,68,Orthodox,Oct 08 1981
Francisco Trevino,5.9,155 ,70,Orthodox,Dec 17 1981
Francisco Trinaldo,5.9,155 ,70,Southpaw,Aug 24 1978
Francois Botha,6.2,260 ,,Orthodox,Sep 28 1968
Frank Camacho,5.10,170 ,73,Orthodox,May 18 1989
Frank Caracci,,,,,
Frank Gomez,5.10,135 ,67,Orthodox,Mar 31 1986
Frank Hamaker,,,,,
Frank Lester,5.11,170 ,,Orthodox,Jun 10 1984
Frank Megallon,5.10,185 ,,Southpaw,
Frank Mir,6.3,264 ,79,Southpaw,May 24 1979
Frank Shamrock,5.10,185 ,,Orthodox,Dec 08 1972
Frank Trigg,5.9,170 ,71,Southpaw,May 07 1972
Frankie Edgar,5.6,145 ,68,Orthodox,Oct 16 1981
Frankie Perez,5.11,155 ,73,Orthodox,May 11 1989
Frankie Saenz,5.6,135 ,66,Orthodox,Aug 12 1980
Fred Ettish,6.0,180 ,,Southpaw,
Frederick Brown,6.0,235 ,,,
Fredson Paixao,5.6,145 ,66,Orthodox,May 13 1979
Fredy Serrano,5.3,125 ,65,Orthodox,Sep 22 1979
Gabe Lemley,5.8,155 ,,Orthodox,
Gabe Ruediger,5.10,155 ,,Orthodox,Aug 29 1977
Gabriel Benitez,5.8,145 ,71,Southpaw,Jun 15 1988
Gabriel Carrasco,5.6,135 ,,,
Gabriel Checco,6.1,185 ,,Switch,Apr 03 1986
Gabriel Gonzaga,6.2,242 ,76,Orthodox,May 18 1979
Gabriel Miglioli,5.8,170 ,,,
Gabriel Salinas-Jones,6.1,245 ,,,Nov 20 1984
Gabriel Silva,5.6,135 ,,,Aug 26 1994
Gabrielle Holloway,5.3,145 ,,,Apr 15 1990
Gadzhimurad Antigulov,5.11,205 ,70,Orthodox,Feb 09 1987
Galore Bofando,5.11,170 ,72,Switch,May 22 1982
Gan McGee,6.10,265 ,,Orthodox,Nov 20 1976
Gareth Joseph,,205 ,,,
Garett Whiteley,6.0,155 ,72,Orthodox,Dec 13 1980
Garreth McLellan,6.1,185 ,72,Southpaw,Sep 01 1982
Garrett Gross,5.9,155 ,69,Orthodox,Aug 08 1988
Garrett Mueller,5.9,135 ,,,Jan 29 1989
Gary Frazier,6.0,245 ,,Orthodox,
Gary Goodridge,6.3,249 ,,Orthodox,Jan 17 1966
Gary Padilla,5.11,205 ,,,May 04 1980
Gary Quan,5.8,143 ,,,Apr 11 1971
Gary Tapusoa,5.7,185 ,,,
Gasan Umalatov,5.11,170 ,71,Orthodox,Sep 11 1982
Gaston Reyno,6.0,145 ,,,Nov 11 1986
Gavin Tucker,5.6,145 ,66,Southpaw,Jun 17 1986
Geane Herrera,5.5,125 ,66,Orthodox,May 27 1990
Gegard Mousasi,6.2,185 ,76,Orthodox,Aug 01 1985
Genki Sudo,5.9,155 ,,Orthodox,Mar 08 1978
Gennaro Strangis,,,,,
Geoff Neal,5.11,170 ,75,Southpaw,Aug 28 1990
George Allen,6.2,205 ,,Open Stance,Jan 13 1967
George Bush,6.1,205 ,,,
George Pacurariu,5.7,135 ,,,Jul 28 1984
George Roop,6.1,135 ,72,Orthodox,Nov 10 1981
George Sotiropoulos,5.10,155 ,71,Orthodox,Jul 09 1977
George Stork,5.10,185 ,,,
George Sullivan,6.0,170 ,73,Orthodox,Mar 13 1981
George Zuniga,5.9,185 ,,,
Georges St-Pierre,5.11,185 ,76,Orthodox,May 19 1981
Georgi Karakhanyan,5.8,145 ,,,May 29 1985
Gerald Harris,5.11,185 ,77,Southpaw,Nov 19 1979
Gerald Meerschaert,6.1,185 ,77,Southpaw,Dec 18 1987
Gerald Strebendt,5.9,155 ,,Orthodox,Mar 01 1979
Geraldo de Freitas,5.9,135 ,72,Orthodox,Sep 30 1991
Gerard Gordeau,6.5,216 ,,Orthodox,Mar 30 1959
Germaine de Randamie,5.9,135 ,71,Orthodox,Apr 24 1984
Geronimo dos Santos,6.3,264 ,,Orthodox,Aug 17 1980
Gerric Hayes,5.10,,,,
Gerry Harris,6.8,270 ,,Orthodox,
Gesias Cavalcante,5.8,155 ,71,Orthodox,Jul 06 1983
Geza Kalman,6.1,200 ,,,
Giacomo Lemos,6.3,255 ,,,Jun 23 1989
Gian Villante,6.3,205 ,76,Orthodox,Aug 18 1985
Gideon Ray,5.10,185 ,,Southpaw,May 27 1973
Giga Chikadze,6.0,145 ,72,Orthodox,Aug 25 1988
Gil Castillo,5.9,170 ,,Southpaw,Oct 21 1965
Gilbert Aldana,6.1,250 ,,Orthodox,Aug 25 1977
Gilbert Burns,5.10,155 ,71,Orthodox,Jul 20 1986
Gilbert Jimenez,,155 ,,,
Gilbert Melendez,5.9,145 ,73,Orthodox,Apr 12 1982
Gilbert Rael,5.8,155 ,,,
Gilbert Smith,5.9,185 ,75,Southpaw,Oct 19 1981
Gilbert Yvel,6.2,225 ,77,Orthodox,Jun 30 1976
Gilles Arsene,5.9,190 ,,Southpaw,
Gillian Robertson,5.5,125 ,63,,May 17 1995
Gina Carano,5.8,145 ,,Orthodox,Apr 16 1982
Gina Mazany,5.6,135 ,68,Southpaw,Aug 19 1988
Gisele Moreira,5.6,135 ,,Orthodox,Jan 14 1981
Glaico Franca,6.0,155 ,77,,Feb 28 1991
Gleidson Cutis,5.9,155 ,,Orthodox,Feb 07 1989
Gleison Tibau,5.10,155 ,71,Southpaw,Oct 07 1983
Gleristone Santos,5.9,145 ,,,Aug 20 1988
Glover Teixeira,6.2,205 ,76,Orthodox,Oct 28 1979
Godofredo Pepey,5.7,145 ,73,Orthodox,Jul 02 1987
Goiti Yamauchi,5.10,145 ,,,Jan 05 1993
Gokhan Saki,6.0,205 ,73,Orthodox,Oct 19 1983
Goldman Butler,,,,,
Goran Reljic,6.3,205 ,81,Southpaw,Mar 20 1984
Grant Dawson,5.10,145 ,72,Switch,Feb 20 1994
Gray Maynard,5.9,155 ,70,Orthodox,May 09 1979
Greg Hardy,6.5,265 ,80,Orthodox,Jul 28 1988
Greg McIntyre,5.10,155 ,,Orthodox,Apr 21 1980
Greg Nagy,6.1,210 ,,Orthodox,Oct 18 1983
Greg Rebello,6.0,240 ,73,Southpaw,Jun 13 1982
Greg Scott,5.9,145 ,,,
Greg Soto,5.11,170 ,73,Orthodox,Jun 03 1986
Greg Stott,5.7,220 ,,Southpaw,
Greg Wilson,,155 ,,,Oct 02 1988
Gregor Gillespie,5.7,155 ,71,Orthodox,Nov 13 1986
Gregory Bouchelaghem,6.2,183 ,,Switch,
Grigorii Popov,5.7,135 ,68,Switch,Apr 18 1984
Guido Cannetti,5.6,135 ,68,Southpaw,Dec 19 1979
Guilherme Costa,,155 ,,,
Guilherme Vasconcelos,6.0,185 ,74,Orthodox,Mar 23 1986
Guilherme Viana,6.4,205 ,,,
Gunnar Nelson,5.11,170 ,72,Switch,Jul 28 1988
Gustavo Gabriel,5.6,125 ,,Orthodox,Apr 01 1994
Guto Inocente,6.3,205 ,77,Orthodox,May 29 1986
Guy Mezger,6.1,200 ,,Orthodox,Jan 01 1968
Hacran Dias,5.8,155 ,69,Orthodox,Jun 16 1984
Hakeem Dawodu,5.8,145 ,73,Orthodox,Jul 02 1991
Han Ten Yun,5.11,220 ,,,
Hannah Cifers,5.1,115 ,63,Orthodox,Jun 26 1992
Hannah Goldy,5.4,115 ,61,Orthodox,May 18 1992
Hans Nijman,6.0,250 ,,Switch,Oct 23 1959
Hans Stringer,6.3,205 ,73,Orthodox,Jul 06 1987
Harold Howard,6.2,240 ,,Orthodox,
Harris Sarmiento,5.9,155 ,,Orthodox,Sep 09 1983
Harry Moskowitz,6.5,275 ,,Orthodox,
Hatsu Hioki,5.11,145 ,70,Orthodox,Jul 18 1983
Haven Torres,,125 ,,,
Hayato Sakurai,5.7,168 ,,Orthodox,Aug 24 1975
Hayder Hassan,5.10,170 ,70,,Oct 20 1982
He-Man Gipson,,,,,
Heath Herring,6.4,250 ,78,Orthodox,Mar 02 1978
Heather Jo Clark,5.6,115 ,64,,Sep 19 1980
Hector Aldana,5.11,170 ,72,Orthodox,Aug 17 1988
Hector Lombard,5.9,185 ,71,Southpaw,Feb 02 1978
Hector Ramirez,6.0,205 ,,Orthodox,Mar 28 1976
Hector Sandoval,5.2,125 ,64,Orthodox,Jul 19 1986
Hector Urbina,5.11,170 ,73,Orthodox,Sep 17 1987
Helio Dipp,6.5,185 ,,Orthodox,
Henrique da Silva,6.3,205 ,76,Orthodox,Sep 01 1989
Henry Briones,5.8,135 ,69,,Oct 22 1980
Henry Cejudo,5.4,135 ,64,Orthodox,Feb 09 1987
Henry Corrales,5.9,145 ,,,
Henry Martinez,5.7,155 ,68,Southpaw,Aug 07 1983
Henry Miller,5.7,270 ,,Southpaw,Jul 16 1969
Herman Renting,6.0,215 ,,Switch,
Herman Terrado,,170 ,,,
Hermes Franca,5.6,155 ,71,Orthodox,Aug 26 1974
Hernani Perpetuo,6.0,170 ,74,Orthodox,May 24 1985
Herschel Walker,6.1,215 ,,Orthodox,Mar 03 1962
Hidehiko Hasegawa,5.9,170 ,,,Jul 13 1978
Hidehiko Yoshida,5.11,225 ,,Orthodox,Sep 03 1969
Hideo Tokoro,5.7,135 ,,Orthodox,Aug 22 1977
Hidetaka Monma,6.0,168 ,,Orthodox,Oct 23 1973
Hiroko Yamanaka,5.11,135 ,,,Oct 24 1978
Hiromitsu Kanehara,5.10,200 ,,Orthodox,Oct 05 1970
Hiromitsu Miura,5.9,170 ,71,Orthodox,Sep 22 1981
Hiroshi Izumi,,205 ,,Orthodox,Jun 22 1982
Hirotaka Yokoi,5.11,205 ,,Orthodox,Jun 08 1978
Hiroyuki Abe,5.6,145 ,,Orthodox,
Hiroyuki Takaya,5.6,139 ,,Orthodox,Jun 10 1977
Hisaki Kato,6.0,185 ,,,Sep 17 1982
Hitomi Akano,5.4,135 ,,Southpaw,Jul 27 1974
Holly Holm,5.8,145 ,69,Southpaw,Oct 17 1981
Homer Moore,5.10,205 ,,Orthodox,Nov 27 1971
Hong Man Choi,7.2,330 ,,Orthodox,Oct 30 1980
Horacio Gutierrez,5.10,145 ,69,,Sep 15 1990
Houston Alexander,6.0,205 ,72,Orthodox,Mar 22 1972
Houston Dorr,6.1,210 ,,Orthodox,
Hu Yaozong,6.3,205 ,72,Orthodox,Apr 07 1995
Hugh Pulley,6.0,155 ,,,
Hugo Duarte,6.0,240 ,,Orthodox,Aug 09 1968
Hugo Govea,,,,,
Hugo Sandoval,,135 ,,,
Hugo Viana,5.6,135 ,67,Orthodox,Sep 26 1982
Humberto Bandenay,5.11,145 ,,Southpaw,Sep 04 1994
Humberto Brown,5.10,145 ,71,,Nov 03 1984
Humberto DeLeon,,135 ,,,Nov 12 1989
Hunter Worsham,,185 ,,,
Hussain Rasouli,5.6,135 ,,,
Hyun Gyu Lim,6.3,170 ,77,Orthodox,Jan 16 1985
Ian Butler,5.8,155 ,,,
Ian Entwistle,5.5,135 ,64,Orthodox,Nov 19 1986
Ian Freeman,5.11,225 ,,Orthodox,Nov 10 1966
Ian Heinisch,5.11,185 ,72,Orthodox,Aug 05 1988
Ian Loveland,5.8,145 ,,Orthodox,Sep 07 1983
Ian McCall,5.5,125 ,64,Orthodox,May 07 1984
Ian Murphy,6.1,185 ,,Orthodox,Jun 14 1985
Ian Rammel,6.0,185 ,,,Jul 22 1985
Ibragim Magomedov,6.0,250 ,,Orthodox,
Icho Larenas,6.3,235 ,,Orthodox,Mar 12 1980
Ido Pariente,5.8,155 ,,Orthodox,
Idris Wasi,6.0,186 ,,,Dec 11 1989
Igor Araujo,6.1,170 ,77,Orthodox,Dec 06 1980
Igor Borisov,6.0,235 ,,Orthodox,
Igor Gracie,5.11,170 ,,,Feb 04 1980
Igor Pokrajac,6.0,205 ,76,Orthodox,Jan 02 1979
Igor Vovchanchyn,5.8,205 ,,Orthodox,Aug 06 1973
Igor Zinoviev,6.1,199 ,,Orthodox,
Ikuhisa Minowa,5.9,181 ,,Orthodox,Jan 12 1976
Ildemar Alcantara,6.2,185 ,78,Orthodox,Nov 18 1982
Iliarde Santos,5.5,125 ,66,Orthodox,Sep 25 1980
Ilima Macfarlane,5.4,125 ,,,
Ilir Latifi,5.10,205 ,73,Orthodox,Jul 28 1983
Ilya Kotau,,170 ,,,
Imani Lee,,,,Orthodox,
Ion Cherdivara,,205 ,,,
Ion Cutelaba,6.1,205 ,75,Southpaw,Dec 14 1993
Iony Razafiarison,5.3,145 ,,,Dec 23 1984
Iouri Kotchkine,6.2,235 ,,Orthodox,
Irene Aldana,5.9,135 ,68,Orthodox,Mar 26 1988
Isaac Vallie-Flagg,5.8,155 ,68,Orthodox,Apr 08 1978
Isaiah Hill,5.10,155 ,,,
Isao Kobayashi,5.8,145 ,,,Oct 28 1988
Islam Makhachev,5.10,155 ,70,Orthodox,Oct 27 1991
Ismail Naurdiev,5.10,170 ,74,Orthodox,Aug 18 1996
Israel Adesanya,6.4,185 ,80,Switch,Jul 22 1989
Israel Albuquerque,,185 ,,Orthodox,
Israel Delgado,5.10,155 ,,,
Israel Giron,5.8,155 ,,,Jan 16 1974
Issac DeJesus,,145 ,,,
Issei Tamura,5.5,135 ,63,Orthodox,Mar 12 1984
Iuri Alcantara,5.9,135 ,71,Southpaw,Aug 04 1980
Ivan Cole,5.9,135 ,,,Nov 30 1990
Ivan Jorge,5.9,155 ,73,Orthodox,Nov 07 1980
Ivan Lopez,5.6,135 ,,Southpaw,
Ivan Menjivar,5.6,145 ,64,Orthodox,May 30 1982
Ivan Salaverry,6.0,185 ,,Orthodox,Jan 11 1971
Ivan Serati,6.0,205 ,,Orthodox,
Ivan Shtyrkov,6.0,205 ,74,Orthodox,Jun 09 1988
Izabela Badurek,5.5,115 ,,Orthodox,Jul 11 1991
J.T Taylor,5.10,,,,
JC Cottrell,5.9,155 ,71,Orthodox,Nov 04 1989
JJ Aldrich,5.5,125 ,67,Southpaw,Sep 29 1992
JJ Ambrose,5.10,170 ,,Orthodox,
JJ Okanovich,5.11,155 ,,,Nov 04 1990
JP Buys,5.6,125 ,66,Orthodox,Apr 30 1996
JP Felty,,170 ,,,Apr 28 1979
JR Coughran,5.6,145 ,71,Orthodox,May 17 1994
JW Wright,,130 ,,,Jan 12 1976
Jacare Souza,6.1,185 ,72,Orthodox,Dec 07 1979
Jack Hermansson,6.1,185 ,77,Orthodox,Jun 10 1988
Jack Marshman,6.0,185 ,73,Orthodox,Dec 19 1989
Jack May,6.8,255 ,79,Switch,Apr 14 1981
Jack McGlaughlin,,,,Orthodox,
Jack Morrison,5.11,205 ,,,
Jack Nilson,,,,,
Jack Shore,5.9,135 ,,,Feb 06 1995
Jackie Lee,,,,,
Jacob Kilburn,5.9,145 ,71,Orthodox,Jun 28 1995
Jacob Noe,,205 ,,,
Jacob Rosales,5.11,155 ,,Orthodox,Jul 28 1995
Jacob Volkmann,5.9,155 ,71,Southpaw,Sep 05 1980
Jadson Costa,5.7,155 ,,Orthodox,
Jae Suk Lim,5.9,170 ,,Orthodox,Nov 09 1979
Jaime Alvarez,5.8,125 ,69,Orthodox,Mar 08 1988
Jaime Jara,6.1,205 ,,Southpaw,Aug 02 1969
Jaimee Nievera,5.5,125 ,,Orthodox,Oct 28 1984
Jairzinho Rozenstruik,6.4,242 ,78,Orthodox,Mar 17 1988
Jake Collier,6.3,205 ,78,Orthodox,Oct 25 1988
Jake Ellenberger,5.9,170 ,71,Orthodox,Mar 28 1985
Jake Hecht,6.0,170 ,76,Orthodox,Feb 09 1984
Jake Lindsey,5.11,155 ,71,Switch,Jun 21 1986
Jake Matthews,5.11,170 ,73,Orthodox,Aug 19 1994
Jake O.Brien,6.3,205 ,76,Orthodox,Sep 25 1984
Jake Rosholt,6.1,185 ,,Orthodox,Feb 09 1982
Jake Shields,6.0,170 ,72,Orthodox,Jan 09 1979
Jakob Lovstad,6.3,205 ,,Orthodox,
Jalin Turner,6.3,155 ,77,Southpaw,May 18 1995
Jamahal Hill,6.4,250 ,,,May 19 1991
Jamall Emmers,5.10,145 ,74,Orthodox,Jul 24 1989
Jameel Massouh,5.10,145 ,72,Orthodox,Sep 12 1984
Jamelle Jones,6.0,205 ,75,Orthodox,Jan 31 1988
James Barnes,5.8,145 ,,,
James Bochnovic,6.4,205 ,81,Orthodox,Feb 13 1989
James Gabert,,178 ,,,
James Giboo,5.11,170 ,,Orthodox,Jan 06 1978
James Gray,5.9,135 ,,Orthodox,Oct 25 1987
James Hammortree,6.3,185 ,,Orthodox,Nov 29 1983
James Head,6.1,170 ,73,Orthodox,Feb 09 1984
James Irvin,6.2,205 ,75,Orthodox,Sep 12 1978
James Krause,6.2,170 ,73,Orthodox,Jun 04 1986
James Lee,5.11,205 ,,Southpaw,Sep 22 1973
James McSweeney,6.4,230 ,77,Switch,Oct 24 1980
James Moontasri,5.10,170 ,71,Switch,Apr 10 1988
James Mulheron,5.10,243 ,73,Orthodox,Feb 20 1988
James Reese,5.9,155 ,,,Dec 21 1980
James Te Huna,6.2,185 ,75,Orthodox,Sep 29 1981
James Terry,5.10,170 ,,Orthodox,Mar 16 1981
James Thompson,6.5,265 ,,Orthodox,Dec 16 1978
James Toney,5.9,220 ,,Orthodox,Aug 24 1968
James Vick,6.3,155 ,76,Orthodox,Feb 23 1987
James Wade,5.10,205 ,,,
James Wallace,5.10,155 ,69,Orthodox,Nov 17 1992
James Wilks,6.1,170 ,75,Orthodox,May 04 1978
James Zikic,6.2,205 ,,Orthodox,Mar 01 1977
Jamie Colleen,5.3,115 ,65,Orthodox,Nov 02 1985
Jamie Houston,,185 ,,,
Jamie Moyle,5.1,115 ,65,Orthodox,Mar 17 1989
Jamie Pickett,6.2,185 ,80,Orthodox,Aug 29 1988
Jamie Varner,5.8,155 ,72,Orthodox,Oct 12 1984
Jamie Yager,6.1,185 ,,Orthodox,Nov 29 1983
Jan Blachowicz,6.2,205 ,78,Orthodox,Feb 24 1983
Jan Finney,5.8,135 ,,Orthodox,
Jan Nortje,6.1,310 ,,Southpaw,Apr 11 1975
Janay Harding,,135 ,,,
Jared Cannonier,5.11,185 ,77,Switch,Mar 16 1984
Jared Chaffee,5.10,155 ,,,Dec 15 1984
Jared Gordon,5.9,155 ,68,Orthodox,Sep 06 1988
Jared Hamman,6.3,185 ,75,Orthodox,Mar 07 1982
Jared Papazian,5.8,135 ,67,Southpaw,Feb 01 1988
Jared Rollins,5.9,170 ,,Orthodox,Jan 26 1977
Jared Rosholt,6.2,265 ,75,Orthodox,Aug 04 1986
Jarjis Danho,6.3,265 ,74,Orthodox,Oct 15 1983
Jarred Brooks,5.3,125 ,62,Switch,May 02 1993
Jarrod Kwitty,5.8,185 ,,,
Jason Black,5.8,155 ,,Orthodox,Jul 15 1972
Jason Blackford,,,,,
Jason Brilz,5.11,205 ,71,Orthodox,Jul 07 1975
Jason Butcher,6.3,185 ,,,Oct 23 1984
Jason Day,6.0,185 ,72,Orthodox,May 19 1981
Jason DeLucia,5.11,190 ,,Southpaw,Jul 24 1969
Jason Dent,5.10,155 ,71,Orthodox,Jun 12 1980
Jason Fairn,6.1,230 ,,,
Jason Freeman,6.2,225 ,,,Sep 02 1976
Jason Gilliam,6.0,170 ,,Orthodox,
Jason Glaza,6.0,230 ,,,
Jason Godsey,6.2,230 ,,Orthodox,
Jason Gonzalez,6.2,155 ,74,Southpaw,Feb 28 1990
Jason Guida,5.10,214 ,,,Aug 04 1977
Jason High,5.8,155 ,71,Southpaw,Oct 12 1981
Jason Ireland,5.9,161 ,,Southpaw,Dec 30 1979
Jason Jackson,6.1,170 ,78,Orthodox,Oct 30 1990
Jason Knight,5.10,145 ,71,Orthodox,Jul 14 1992
Jason Lambert,6.3,185 ,75,Orthodox,Jun 03 1975
Jason MacDonald,6.3,185 ,80,Orthodox,Jun 03 1975
Jason McLean,5.5,145 ,,,
Jason Medina,5.9,180 ,,,
